run sh: `/home/mounir.ourekouch/.conda/envs/re_ssm/bin/python /home/mounir.ourekouch/.conda/envs/re_ssm/lib/python3.10/site-packages/swift/cli/sft.py --model Qwen/Qwen2.5-7B-Instruct --train_type lora --dataset re_data/1_PROMPT/TACRED/TACRED_data_train.json --val_dataset re_data/1_PROMPT/TACRED/TACRED_data_dev.json --torch_dtype bfloat16 --num_train_epochs 2 --per_device_train_batch_size 4 --per_device_eval_batch_size 4 --learning_rate 1e-4 --lora_rank 8 --lora_alpha 32 --target_modules all-linear --gradient_accumulation_steps 16 --eval_strategy steps --eval_steps 50 --save_steps 50 --save_total_limit 5 --logging_steps 5 --max_length 2048 --output_dir output --system You are an AI assistant specialized in identifying relationships between named entities in sentences. --warmup_ratio 0.05 --dataloader_num_workers 4 --model_author swift --model_name swift-robot`
Downloading Model from https://www.modelscope.cn to directory: /home/mounir.ourekouch/.cache/modelscope/hub/models/Qwen/Qwen2.5-7B-Instruct
Downloading Model from https://www.modelscope.cn to directory: /home/mounir.ourekouch/.cache/modelscope/hub/models/Qwen/Qwen2.5-7B-Instruct
{'loss': 12.57966042, 'grad_norm': 41.4846611, 'learning_rate': 9.3e-07, 'token_acc': 0.33333333, 'epoch': 0.0, 'global_step/max_steps': '1/2128', 'percentage': '0.05%', 'elapsed_time': '5s', 'remaining_time': '3h 17m 1s', 'memory(GiB)': 17.2, 'train_speed(iter/s)': 0.179922}
{'loss': 0.08520204, 'grad_norm': 0.45872664, 'learning_rate': 9.662e-05, 'token_acc': 0.96666667, 'epoch': 0.32, 'global_step/max_steps': '345/2128', 'percentage': '16.21%', 'elapsed_time': '1h 19m 33s', 'remaining_time': '6h 51m 10s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.072274}
{'loss': 0.07732308, 'grad_norm': 0.31187731, 'learning_rate': 9.648e-05, 'token_acc': 0.97395833, 'epoch': 0.33, 'global_step/max_steps': '350/2128', 'percentage': '16.45%', 'elapsed_time': '1h 19m 58s', 'remaining_time': '6h 46m 18s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.072933}
{'eval_loss': 0.11033677, 'eval_runtime': 500.2326, 'eval_samples_per_second': 45.241, 'eval_steps_per_second': 11.311, 'eval_token_acc': 0.95924469, 'epoch': 0.33, 'global_step/max_steps': '350/2128', 'percentage': '16.45%', 'elapsed_time': '1h 28m 19s', 'remaining_time': '7h 28m 39s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.066048}
{'loss': 0.09758568, 'grad_norm': 0.30955181, 'learning_rate': 9.633e-05, 'token_acc': 0.96041667, 'epoch': 0.33, 'global_step/max_steps': '355/2128', 'percentage': '16.68%', 'elapsed_time': '1h 28m 44s', 'remaining_time': '7h 23m 14s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.066667}
{'loss': 0.09143395, 'grad_norm': 0.59237486, 'learning_rate': 9.618e-05, 'token_acc': 0.96875, 'epoch': 0.34, 'global_step/max_steps': '360/2128', 'percentage': '16.92%', 'elapsed_time': '1h 29m 9s', 'remaining_time': '7h 17m 53s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067292}
{'loss': 0.0760245, 'grad_norm': 0.46796453, 'learning_rate': 9.603e-05, 'token_acc': 0.975, 'epoch': 0.34, 'global_step/max_steps': '365/2128', 'percentage': '17.15%', 'elapsed_time': '1h 29m 34s', 'remaining_time': '7h 12m 39s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067914}
{'loss': 0.07656657, 'grad_norm': 0.53581357, 'learning_rate': 9.588e-05, 'token_acc': 0.96979167, 'epoch': 0.35, 'global_step/max_steps': '370/2128', 'percentage': '17.39%', 'elapsed_time': '1h 29m 59s', 'remaining_time': '7h 7m 35s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.068522}
{'loss': 0.06764254, 'grad_norm': 0.37782925, 'learning_rate': 9.572e-05, 'token_acc': 0.97395833, 'epoch': 0.35, 'global_step/max_steps': '375/2128', 'percentage': '17.62%', 'elapsed_time': '1h 30m 24s', 'remaining_time': '7h 2m 35s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.069137}
{'loss': 0.09561875, 'grad_norm': 0.46566454, 'learning_rate': 9.556e-05, 'token_acc': 0.96979167, 'epoch': 0.36, 'global_step/max_steps': '380/2128', 'percentage': '17.86%', 'elapsed_time': '1h 30m 49s', 'remaining_time': '6h 57m 45s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.069736}
{'loss': 0.08907244, 'grad_norm': 0.61589742, 'learning_rate': 9.54e-05, 'token_acc': 0.96354167, 'epoch': 0.36, 'global_step/max_steps': '385/2128', 'percentage': '18.09%', 'elapsed_time': '1h 31m 13s', 'remaining_time': '6h 53m 1s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.070335}
{'loss': 0.08462915, 'grad_norm': 0.32913747, 'learning_rate': 9.524e-05, 'token_acc': 0.96979167, 'epoch': 0.37, 'global_step/max_steps': '390/2128', 'percentage': '18.33%', 'elapsed_time': '1h 31m 38s', 'remaining_time': '6h 48m 23s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.070928}
{'loss': 0.07699698, 'grad_norm': 0.24770267, 'learning_rate': 9.507e-05, 'token_acc': 0.975, 'epoch': 0.37, 'global_step/max_steps': '395/2128', 'percentage': '18.56%', 'elapsed_time': '1h 32m 3s', 'remaining_time': '6h 43m 52s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.071514}
{'loss': 0.10161067, 'grad_norm': 0.4513571, 'learning_rate': 9.49e-05, 'token_acc': 0.96145833, 'epoch': 0.38, 'global_step/max_steps': '400/2128', 'percentage': '18.80%', 'elapsed_time': '1h 32m 27s', 'remaining_time': '6h 39m 26s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.072099}
{'eval_loss': 0.10700995, 'eval_runtime': 501.8396, 'eval_samples_per_second': 45.096, 'eval_steps_per_second': 11.275, 'eval_token_acc': 0.9598044, 'epoch': 0.38, 'global_step/max_steps': '400/2128', 'percentage': '18.80%', 'elapsed_time': '1h 40m 49s', 'remaining_time': '7h 15m 35s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.066118}
{'loss': 0.08988511, 'grad_norm': 0.3664242, 'learning_rate': 9.473e-05, 'token_acc': 0.96666667, 'epoch': 0.38, 'global_step/max_steps': '405/2128', 'percentage': '19.03%', 'elapsed_time': '1h 41m 15s', 'remaining_time': '7h 10m 48s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.066658}
{'loss': 0.10151278, 'grad_norm': 0.33921966, 'learning_rate': 9.456e-05, 'token_acc': 0.96666667, 'epoch': 0.39, 'global_step/max_steps': '410/2128', 'percentage': '19.27%', 'elapsed_time': '1h 41m 40s', 'remaining_time': '7h 6m 2s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067209}
{'loss': 0.1127684, 'grad_norm': 0.4390482, 'learning_rate': 9.438e-05, 'token_acc': 0.95416667, 'epoch': 0.39, 'global_step/max_steps': '415/2128', 'percentage': '19.50%', 'elapsed_time': '1h 42m 5s', 'remaining_time': '7h 1m 22s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067754}
{'loss': 0.09042349, 'grad_norm': 0.34103212, 'learning_rate': 9.42e-05, 'token_acc': 0.965625, 'epoch': 0.4, 'global_step/max_steps': '420/2128', 'percentage': '19.74%', 'elapsed_time': '1h 42m 29s', 'remaining_time': '6h 56m 49s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.068294}
{'loss': 0.06547771, 'grad_norm': 0.36788523, 'learning_rate': 9.401e-05, 'token_acc': 0.97395833, 'epoch': 0.4, 'global_step/max_steps': '425/2128', 'percentage': '19.97%', 'elapsed_time': '1h 42m 54s', 'remaining_time': '6h 52m 20s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.068834}
{'loss': 0.07882386, 'grad_norm': 0.71578419, 'learning_rate': 9.383e-05, 'token_acc': 0.97708333, 'epoch': 0.4, 'global_step/max_steps': '430/2128', 'percentage': '20.21%', 'elapsed_time': '1h 43m 18s', 'remaining_time': '6h 47m 58s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.069367}
{'loss': 0.08656433, 'grad_norm': 0.46294981, 'learning_rate': 9.364e-05, 'token_acc': 0.96979167, 'epoch': 0.41, 'global_step/max_steps': '435/2128', 'percentage': '20.44%', 'elapsed_time': '1h 43m 44s', 'remaining_time': '6h 43m 43s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.06989}
{'loss': 0.10247973, 'grad_norm': 0.35229674, 'learning_rate': 9.345e-05, 'token_acc': 0.96354167, 'epoch': 0.41, 'global_step/max_steps': '440/2128', 'percentage': '20.68%', 'elapsed_time': '1h 44m 9s', 'remaining_time': '6h 39m 36s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.070403}
{'loss': 0.08337883, 'grad_norm': 0.26566896, 'learning_rate': 9.326e-05, 'token_acc': 0.96875, 'epoch': 0.42, 'global_step/max_steps': '445/2128', 'percentage': '20.91%', 'elapsed_time': '1h 44m 34s', 'remaining_time': '6h 35m 29s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.070924}
{'loss': 0.11298138, 'grad_norm': 0.39772463, 'learning_rate': 9.306e-05, 'token_acc': 0.96875, 'epoch': 0.42, 'global_step/max_steps': '450/2128', 'percentage': '21.15%', 'elapsed_time': '1h 44m 58s', 'remaining_time': '6h 31m 27s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.071443}
{'eval_loss': 0.10629446, 'eval_runtime': 500.5351, 'eval_samples_per_second': 45.214, 'eval_steps_per_second': 11.304, 'eval_token_acc': 0.96224942, 'epoch': 0.42, 'global_step/max_steps': '450/2128', 'percentage': '21.15%', 'elapsed_time': '1h 53m 19s', 'remaining_time': '7h 2m 33s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.066183}
{'loss': 0.08470753, 'grad_norm': 0.3295041, 'learning_rate': 9.286e-05, 'token_acc': 0.96979167, 'epoch': 0.43, 'global_step/max_steps': '455/2128', 'percentage': '21.38%', 'elapsed_time': '1h 53m 45s', 'remaining_time': '6h 58m 17s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.066659}
{'loss': 0.08640741, 'grad_norm': 0.4471783, 'learning_rate': 9.266e-05, 'token_acc': 0.97291667, 'epoch': 0.43, 'global_step/max_steps': '460/2128', 'percentage': '21.62%', 'elapsed_time': '1h 54m 11s', 'remaining_time': '6h 54m 2s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067143}
{'loss': 0.08827981, 'grad_norm': 0.36064634, 'learning_rate': 9.246e-05, 'token_acc': 0.965625, 'epoch': 0.44, 'global_step/max_steps': '465/2128', 'percentage': '21.85%', 'elapsed_time': '1h 54m 36s', 'remaining_time': '6h 49m 51s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067624}
{'loss': 0.08024324, 'grad_norm': 0.29913056, 'learning_rate': 9.225e-05, 'token_acc': 0.97291667, 'epoch': 0.44, 'global_step/max_steps': '470/2128', 'percentage': '22.09%', 'elapsed_time': '1h 55m 1s', 'remaining_time': '6h 45m 44s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.068106}
{'loss': 0.08230367, 'grad_norm': 0.29543155, 'learning_rate': 9.204e-05, 'token_acc': 0.96875, 'epoch': 0.45, 'global_step/max_steps': '475/2128', 'percentage': '22.32%', 'elapsed_time': '1h 55m 26s', 'remaining_time': '6h 41m 43s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.068579}
{'loss': 0.10128736, 'grad_norm': 0.34618789, 'learning_rate': 9.183e-05, 'token_acc': 0.96354167, 'epoch': 0.45, 'global_step/max_steps': '480/2128', 'percentage': '22.56%', 'elapsed_time': '1h 55m 50s', 'remaining_time': '6h 37m 45s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.069055}
{'loss': 0.08665531, 'grad_norm': 0.43177214, 'learning_rate': 9.161e-05, 'token_acc': 0.975, 'epoch': 0.46, 'global_step/max_steps': '485/2128', 'percentage': '22.79%', 'elapsed_time': '1h 56m 15s', 'remaining_time': '6h 33m 50s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.06953}
{'loss': 0.10779284, 'grad_norm': 0.22853006, 'learning_rate': 9.14e-05, 'token_acc': 0.96354167, 'epoch': 0.46, 'global_step/max_steps': '490/2128', 'percentage': '23.03%', 'elapsed_time': '1h 56m 40s', 'remaining_time': '6h 30m 1s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.069995}
{'loss': 0.08577036, 'grad_norm': 0.31571364, 'learning_rate': 9.118e-05, 'token_acc': 0.96875, 'epoch': 0.47, 'global_step/max_steps': '495/2128', 'percentage': '23.26%', 'elapsed_time': '1h 57m 5s', 'remaining_time': '6h 26m 17s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.070456}
{'loss': 0.07550803, 'grad_norm': 0.28384715, 'learning_rate': 9.096e-05, 'token_acc': 0.97291667, 'epoch': 0.47, 'global_step/max_steps': '500/2128', 'percentage': '23.50%', 'elapsed_time': '1h 57m 30s', 'remaining_time': '6h 22m 37s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.070913}
{'eval_loss': 0.10355029, 'eval_runtime': 506.9168, 'eval_samples_per_second': 44.644, 'eval_steps_per_second': 11.162, 'eval_token_acc': 0.96220523, 'epoch': 0.47, 'global_step/max_steps': '500/2128', 'percentage': '23.50%', 'elapsed_time': '2h 5m 57s', 'remaining_time': '6h 50m 8s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.066156}
{'loss': 0.08505017, 'grad_norm': 0.57663298, 'learning_rate': 9.073e-05, 'token_acc': 0.978125, 'epoch': 0.47, 'global_step/max_steps': '505/2128', 'percentage': '23.73%', 'elapsed_time': '2h 6m 24s', 'remaining_time': '6h 46m 14s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.066585}
{'loss': 0.08532159, 'grad_norm': 0.37406772, 'learning_rate': 9.051e-05, 'token_acc': 0.96875, 'epoch': 0.48, 'global_step/max_steps': '510/2128', 'percentage': '23.97%', 'elapsed_time': '2h 6m 49s', 'remaining_time': '6h 42m 21s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067023}
{'loss': 0.09285082, 'grad_norm': 0.34043434, 'learning_rate': 9.028e-05, 'token_acc': 0.96875, 'epoch': 0.48, 'global_step/max_steps': '515/2128', 'percentage': '24.20%', 'elapsed_time': '2h 7m 14s', 'remaining_time': '6h 38m 33s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067453}
{'loss': 0.06519951, 'grad_norm': 0.25828224, 'learning_rate': 9.005e-05, 'token_acc': 0.97395833, 'epoch': 0.49, 'global_step/max_steps': '520/2128', 'percentage': '24.44%', 'elapsed_time': '2h 7m 40s', 'remaining_time': '6h 34m 48s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.067881}
{'loss': 0.08941138, 'grad_norm': 0.47200009, 'learning_rate': 8.981e-05, 'token_acc': 0.97083333, 'epoch': 0.49, 'global_step/max_steps': '525/2128', 'percentage': '24.67%', 'elapsed_time': '2h 8m 6s', 'remaining_time': '6h 31m 8s', 'memory(GiB)': 27.43, 'train_speed(iter/s)': 0.068304}
{'loss': 0.09284292, 'grad_norm': 0.29679117, 'learning_rate': 8.957e-05, 'token_acc': 0.96666667, 'epoch': 0.5, 'global_step/max_steps': '530/2128', 'percentage': '24.91%', 'elapsed_time': '2h 8m 31s', 'remaining_time': '6h 27m 31s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068727}
{'loss': 0.08613418, 'grad_norm': 0.23137173, 'learning_rate': 8.934e-05, 'token_acc': 0.971875, 'epoch': 0.5, 'global_step/max_steps': '535/2128', 'percentage': '25.14%', 'elapsed_time': '2h 8m 57s', 'remaining_time': '6h 24m 0s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06914}
{'loss': 0.08677807, 'grad_norm': 0.31499386, 'learning_rate': 8.91e-05, 'token_acc': 0.96875, 'epoch': 0.51, 'global_step/max_steps': '540/2128', 'percentage': '25.38%', 'elapsed_time': '2h 9m 23s', 'remaining_time': '6h 20m 30s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069555}
{'loss': 0.05751401, 'grad_norm': 0.27534091, 'learning_rate': 8.885e-05, 'token_acc': 0.97916667, 'epoch': 0.51, 'global_step/max_steps': '545/2128', 'percentage': '25.61%', 'elapsed_time': '2h 9m 49s', 'remaining_time': '6h 17m 4s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069967}
{'loss': 0.0928836, 'grad_norm': 0.42570564, 'learning_rate': 8.861e-05, 'token_acc': 0.971875, 'epoch': 0.52, 'global_step/max_steps': '550/2128', 'percentage': '25.85%', 'elapsed_time': '2h 10m 15s', 'remaining_time': '6h 13m 42s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.070375}
{'eval_loss': 0.10615492, 'eval_runtime': 505.5124, 'eval_samples_per_second': 44.768, 'eval_steps_per_second': 11.193, 'eval_token_acc': 0.96167499, 'epoch': 0.52, 'global_step/max_steps': '550/2128', 'percentage': '25.85%', 'elapsed_time': '2h 18m 40s', 'remaining_time': '6h 37m 53s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066099}
{'loss': 0.08933923, 'grad_norm': 0.31640482, 'learning_rate': 8.836e-05, 'token_acc': 0.96875, 'epoch': 0.52, 'global_step/max_steps': '555/2128', 'percentage': '26.08%', 'elapsed_time': '2h 19m 7s', 'remaining_time': '6h 34m 18s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066489}
{'loss': 0.09981369, 'grad_norm': 0.29146627, 'learning_rate': 8.811e-05, 'token_acc': 0.965625, 'epoch': 0.53, 'global_step/max_steps': '560/2128', 'percentage': '26.32%', 'elapsed_time': '2h 19m 32s', 'remaining_time': '6h 30m 42s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066887}
{'loss': 0.08533921, 'grad_norm': 0.22372366, 'learning_rate': 8.785e-05, 'token_acc': 0.96458333, 'epoch': 0.53, 'global_step/max_steps': '565/2128', 'percentage': '26.55%', 'elapsed_time': '2h 19m 57s', 'remaining_time': '6h 27m 10s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067283}
{'loss': 0.09301465, 'grad_norm': 0.45009479, 'learning_rate': 8.76e-05, 'token_acc': 0.96875, 'epoch': 0.54, 'global_step/max_steps': '570/2128', 'percentage': '26.79%', 'elapsed_time': '2h 20m 22s', 'remaining_time': '6h 23m 41s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067675}
{'loss': 0.12165188, 'grad_norm': 0.31308129, 'learning_rate': 8.734e-05, 'token_acc': 0.95729167, 'epoch': 0.54, 'global_step/max_steps': '575/2128', 'percentage': '27.02%', 'elapsed_time': '2h 20m 48s', 'remaining_time': '6h 20m 19s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068056}
{'loss': 0.07406851, 'grad_norm': 0.33413291, 'learning_rate': 8.708e-05, 'token_acc': 0.971875, 'epoch': 0.55, 'global_step/max_steps': '580/2128', 'percentage': '27.26%', 'elapsed_time': '2h 21m 13s', 'remaining_time': '6h 16m 55s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068448}
{'loss': 0.084159, 'grad_norm': 0.23985977, 'learning_rate': 8.682e-05, 'token_acc': 0.97291667, 'epoch': 0.55, 'global_step/max_steps': '585/2128', 'percentage': '27.49%', 'elapsed_time': '2h 21m 39s', 'remaining_time': '6h 13m 38s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068827}
{'loss': 0.06565735, 'grad_norm': 0.21831465, 'learning_rate': 8.656e-05, 'token_acc': 0.97708333, 'epoch': 0.55, 'global_step/max_steps': '590/2128', 'percentage': '27.73%', 'elapsed_time': '2h 22m 5s', 'remaining_time': '6h 10m 25s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069201}
{'loss': 0.0740993, 'grad_norm': 0.32532015, 'learning_rate': 8.629e-05, 'token_acc': 0.97395833, 'epoch': 0.56, 'global_step/max_steps': '595/2128', 'percentage': '27.96%', 'elapsed_time': '2h 22m 31s', 'remaining_time': '6h 7m 13s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069575}
{'loss': 0.07709356, 'grad_norm': 0.51261032, 'learning_rate': 8.602e-05, 'token_acc': 0.97395833, 'epoch': 0.56, 'global_step/max_steps': '600/2128', 'percentage': '28.20%', 'elapsed_time': '2h 22m 57s', 'remaining_time': '6h 4m 2s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069954}
{'eval_loss': 0.10550454, 'eval_runtime': 501.3286, 'eval_samples_per_second': 45.142, 'eval_steps_per_second': 11.286, 'eval_token_acc': 0.96285331, 'epoch': 0.56, 'global_step/max_steps': '600/2128', 'percentage': '28.20%', 'elapsed_time': '2h 31m 18s', 'remaining_time': '6h 25m 19s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066091}
{'loss': 0.08409972, 'grad_norm': 0.50088441, 'learning_rate': 8.575e-05, 'token_acc': 0.971875, 'epoch': 0.57, 'global_step/max_steps': '605/2128', 'percentage': '28.43%', 'elapsed_time': '2h 31m 44s', 'remaining_time': '6h 21m 59s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066451}
{'loss': 0.08789555, 'grad_norm': 0.22502455, 'learning_rate': 8.548e-05, 'token_acc': 0.96770833, 'epoch': 0.57, 'global_step/max_steps': '610/2128', 'percentage': '28.67%', 'elapsed_time': '2h 32m 9s', 'remaining_time': '6h 18m 38s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066817}
{'loss': 0.08030586, 'grad_norm': 0.28132871, 'learning_rate': 8.52e-05, 'token_acc': 0.97083333, 'epoch': 0.58, 'global_step/max_steps': '615/2128', 'percentage': '28.90%', 'elapsed_time': '2h 32m 34s', 'remaining_time': '6h 15m 21s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067181}
{'loss': 0.1085035, 'grad_norm': 0.35519469, 'learning_rate': 8.493e-05, 'token_acc': 0.959375, 'epoch': 0.58, 'global_step/max_steps': '620/2128', 'percentage': '29.14%', 'elapsed_time': '2h 32m 59s', 'remaining_time': '6h 12m 6s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067543}
{'loss': 0.07861155, 'grad_norm': 0.25508747, 'learning_rate': 8.465e-05, 'token_acc': 0.97395833, 'epoch': 0.59, 'global_step/max_steps': '625/2128', 'percentage': '29.37%', 'elapsed_time': '2h 33m 24s', 'remaining_time': '6h 8m 54s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067903}
{'loss': 0.07215419, 'grad_norm': 0.45433921, 'learning_rate': 8.437e-05, 'token_acc': 0.97604167, 'epoch': 0.59, 'global_step/max_steps': '630/2128', 'percentage': '29.61%', 'elapsed_time': '2h 33m 49s', 'remaining_time': '6h 5m 45s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068261}
{'loss': 0.07537624, 'grad_norm': 0.29939678, 'learning_rate': 8.408e-05, 'token_acc': 0.97395833, 'epoch': 0.6, 'global_step/max_steps': '635/2128', 'percentage': '29.84%', 'elapsed_time': '2h 34m 14s', 'remaining_time': '6h 2m 39s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068614}
{'loss': 0.10280366, 'grad_norm': 0.57194465, 'learning_rate': 8.38e-05, 'token_acc': 0.97083333, 'epoch': 0.6, 'global_step/max_steps': '640/2128', 'percentage': '30.08%', 'elapsed_time': '2h 34m 39s', 'remaining_time': '5h 59m 34s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06897}
{'loss': 0.09338064, 'grad_norm': 0.29533789, 'learning_rate': 8.351e-05, 'token_acc': 0.96458333, 'epoch': 0.61, 'global_step/max_steps': '645/2128', 'percentage': '30.31%', 'elapsed_time': '2h 35m 4s', 'remaining_time': '5h 56m 32s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069322}
{'loss': 0.10052403, 'grad_norm': 0.36323169, 'learning_rate': 8.322e-05, 'token_acc': 0.96354167, 'epoch': 0.61, 'global_step/max_steps': '650/2128', 'percentage': '30.55%', 'elapsed_time': '2h 35m 29s', 'remaining_time': '5h 53m 34s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069668}
{'eval_loss': 0.10123895, 'eval_runtime': 500.061, 'eval_samples_per_second': 45.256, 'eval_steps_per_second': 11.315, 'eval_token_acc': 0.96179282, 'epoch': 0.61, 'global_step/max_steps': '650/2128', 'percentage': '30.55%', 'elapsed_time': '2h 43m 50s', 'remaining_time': '6h 12m 31s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066124}
{'loss': 0.05527627, 'grad_norm': 0.26199993, 'learning_rate': 8.293e-05, 'token_acc': 0.97916667, 'epoch': 0.62, 'global_step/max_steps': '655/2128', 'percentage': '30.78%', 'elapsed_time': '2h 44m 16s', 'remaining_time': '6h 9m 25s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066455}
{'loss': 0.11721377, 'grad_norm': 0.36692721, 'learning_rate': 8.264e-05, 'token_acc': 0.95833333, 'epoch': 0.62, 'global_step/max_steps': '660/2128', 'percentage': '31.02%', 'elapsed_time': '2h 44m 41s', 'remaining_time': '6h 6m 17s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066794}
{'loss': 0.07473718, 'grad_norm': 0.25805435, 'learning_rate': 8.234e-05, 'token_acc': 0.97604167, 'epoch': 0.63, 'global_step/max_steps': '665/2128', 'percentage': '31.25%', 'elapsed_time': '2h 45m 6s', 'remaining_time': '6h 3m 13s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06713}
{'loss': 0.07953517, 'grad_norm': 0.22708742, 'learning_rate': 8.204e-05, 'token_acc': 0.97291667, 'epoch': 0.63, 'global_step/max_steps': '670/2128', 'percentage': '31.48%', 'elapsed_time': '2h 45m 31s', 'remaining_time': '6h 0m 12s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067462}
{'loss': 0.06819453, 'grad_norm': 0.24819174, 'learning_rate': 8.174e-05, 'token_acc': 0.97604167, 'epoch': 0.63, 'global_step/max_steps': '675/2128', 'percentage': '31.72%', 'elapsed_time': '2h 45m 56s', 'remaining_time': '5h 57m 11s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067797}
{'loss': 0.0688461, 'grad_norm': 0.27358609, 'learning_rate': 8.144e-05, 'token_acc': 0.97395833, 'epoch': 0.64, 'global_step/max_steps': '680/2128', 'percentage': '31.95%', 'elapsed_time': '2h 46m 21s', 'remaining_time': '5h 54m 14s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068127}
{'loss': 0.10061765, 'grad_norm': 0.3308616, 'learning_rate': 8.114e-05, 'token_acc': 0.965625, 'epoch': 0.64, 'global_step/max_steps': '685/2128', 'percentage': '32.19%', 'elapsed_time': '2h 46m 46s', 'remaining_time': '5h 51m 19s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068456}
{'loss': 0.091404, 'grad_norm': 0.43794417, 'learning_rate': 8.083e-05, 'token_acc': 0.96770833, 'epoch': 0.65, 'global_step/max_steps': '690/2128', 'percentage': '32.42%', 'elapsed_time': '2h 47m 11s', 'remaining_time': '5h 48m 26s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068783}
